1656975601;869170034052879;1.12;1.25
1656975604;869170033931073;0.85;1.5
1656975605;869170034063280;0.8;2.08
1656975607;869170034050733;0.72;1.38
1656975616;869170033935751;1.25;2.75
1656975632;869170034081928;1.78;2.78
1656975634;869170034045121;0.96;1.73
1656975636;869170033930620;1.3;2.13
1656975639;869170033931073;1.07;2.67
1656975640;869170034063280;0.77;1.6
1656975643;869170034050733;0.84;1.17
1656975646;869170033930547;0.73;0.84
1656975649;869170033930471;1.2;1.33
1656975651;869170033935751;1.1;1.67
1656975659;869170034052879;1.47;1.7
1656975667;869170034081928;2.03;2.73
1656975667;869170034045121;1.23;1.57
1656975671;869170033930620;1.33;2.33
1656975674;869170033931073;1.23;2.02
1656975675;869170034063280;0.85;1.25
1656975678;869170034050733;0.83;1.03
1656975682;869170033930547;0.78;1.13
1656975684;869170033930471;1.5;2.32
1656975686;869170033935751;1.2;2.75
1656975686;869170034052879;1.32;1.72
1656975702;869170034081928;1.83;2.48
1656975702;869170034045121;0.75;1.25
1656975706;869170033930620;1.33;1.73
1656975713;869170034050733;0.73;1.21
1656975716;869170034052879;1.12;1.27
1656975719;869170033930471;1.62;2.62
1656975721;869170033935751;1.23;2.07
1656975721;869170033930547;0.78;1.18
1656975733;869170033931073;0.85;1.57
1656975736;869170034063280;0.82;1.68
1656975737;869170034081928;1.32;1.73
1656975737;869170034045121;0.75;1.37
1656975741;869170033930620;1.48;2.68
1656975742;869170033930711;0.85;2.45
1656975748;869170034050733;1.23;2.08
1656975751;869170034052879;1.48;2.02
1656975754;869170033930471;1.0;2.07
1656975756;869170033935751;1.28;2.18
1656975757;869170033930547;0.78;1.03
1656975769;869170033930711;1.75;2.0
1656975769;869170033931073;0.9;2.6
1656975771;869170034063280;0.97;1.8
1656975773;869170034045121;1.38;2.5
1656975776;869170033930620;1.23;2.37
1656975787;869170034052879;1.28;2.16
1656975789;869170033930471;1.47;2.75
1656975793;869170034081928;1.55;2.5
1656975796;869170033930547;0.49;0.63
1656975804;869170033931073;1.38;2.07
1656975806;869170034063280;0.8;1.37
1656975807;869170034050733;0.88;1.21
1656975814;869170033935751;1.17;1.97
1656975820;869170034081928;1.83;2.2
1656975832;869170034045121;0.78;1.08
1656975838;869170033930620;1.96;2.82
1656975839;869170033931073;0.89;1.12
1656975841;869170034063280;1.07;1.23
1656975842;869170034050733;0.89;1.43
1656975845;869170034052879;1.47;1.97
1656975847;869170034081928;1.47;2.63
1656975849;869170033935751;1.0;1.27
1656975854;869170033930711;1.16;1.42
1656975854;869170033930471;1.5;1.77
1656975857;869170033930547;0.37;0.67
1656975867;869170034045121;1.53;2.03
1656975871;869170033931073;0.73;1.73
1656975872;869170034052879;1.03;1.63
1656975874;869170033930620;1.22;1.98
1656975876;869170034063280;0.7;1.22
1656975878;869170034050733;0.78;1.22
1656975879;869170034081928;1.64;3.05
1656975884;869170033935751;1.42;1.78
1656975889;869170033930711;1.8;3.0
1656975891;869170033930471;1.38;2.38
1656975895;869170033930547;0.63;1.21
1656975899;869170034052879;1.15;1.87
1656975903;869170034045121;0.75;1.43
1656975909;869170033930620;1.1;1.53
1656975913;869170034081928;1.12;2.17
1656975913;869170034050733;1.12;1.62
1656975919;869170033935751;1.05;2.27
1656975922;869170033931073;0.94;1.71
1656975925;869170033930711;1.35;2.85
1656975927;869170033930471;1.47;2.55
1656975931;869170033930547;0.75;0.97
1656975933;869170034052879;1.12;1.25
1656975935;869170034045121;0.92;1.22
1656975937;869170034063280;0.93;1.7
1656975944;869170033930620;1.03;1.3
1656975948;869170034050733;0.8;1.35
1656975949;869170033931073;1.13;1.63
1656975954;869170033935751;1.0;1.73
1656975962;869170034045121;1.3;2.42
1656975963;869170033930471;1.4;1.77
1656975968;869170034052879;1.02;1.63
1656975969;869170033930547;0.89;1.05
1656975972;869170034063280;1.3;1.67
1656975972;869170034081928;1.52;2.82
1656975976;869170033931073;1.13;1.57
1656975979;869170033930620;1.01;1.61
1656975998;869170033930471;2.18;2.63
1656976001;869170034063280;0.8;1.67
1656976003;869170033931073;0.7;0.97
1656976006;869170033930547;0.28;0.48
1656976007;869170034081928;1.23;1.93
1656976007;869170034050733;0.73;1.45
1656976014;869170033935751;0.95;1.35
1656976017;869170034045121;0.93;1.67
1656976026;869170034052879;1.03;1.5
1656976028;869170034063280;0.8;1.3
1656976030;869170033931073;1.07;1.57
1656976040;869170033930620;1.52;2.18
1656976042;869170034081928;1.1;2.32
1656976043;869170034050733;0.37;0.63
1656976049;869170033935751;1.98;2.5
1656976052;869170034045121;1.43;2.13
1656976055;869170034063280;0.93;1.5
1656976058;869170034052879;0.57;1.27
1656976058;869170033930471;1.23;3.12
1656976064;869170033930547;0.59;0.77
1656976070;869170033930711;1.18;1.46
1656976075;869170033930620;1.58;2.67
1656976077;869170034081928;1.2;1.63
1656976078;869170034050733;0.65;0.65
1656976078;869170033931073;1.27;1.8
1656976084;869170033935751;1.62;1.93
1656976085;869170034052879;0.97;1.58
1656976087;869170034045121;1.07;2.1
1656976093;869170033930471;1.36;1.62
1656976101;869170033930547;0.72;0.95
1656976103;869170033930711;1.38;2.0
1656976105;869170033931073;0.87;1.3
1656976106;869170034063280;1.28;1.28
1656976110;869170033930620;1.9;2.78
1656976111;869170034081928;1.45;3.08
1656976113;869170034050733;0.82;1.62
1656976119;869170033935751;1.55;2.53
1656976120;869170034052879;0.99;1.25
1656976123;869170034045121;1.73;3.16
1656976127;869170033930471;1.47;2.25
1656976132;869170033931073;0.77;2.07
1656976137;869170033930547;0.88;1.32
1656976138;869170033930711;1.4;1.8
1656976141;869170034063280;1.08;1.44
1656976145;869170033930620;1.23;1.23
1656976148;869170034050733;0.88;1.68
1656976154;869170033935751;0.87;1.4
1656976155;869170034052879;0.97;1.58
1656976158;869170034045121;1.05;2.08
1656976159;869170033931073;0.8;1.23
1656976162;869170033930471;1.45;2.33
1656976166;869170034081928;2.03;2.6
1656976173;869170033930547;0.73;1.13
1656976176;869170034063280;0.84;1.5
1656976180;869170033930620;1.47;1.92
1656976186;869170033931073;0.57;0.93
1656976197;869170033930471;1.23;2.37
1656976201;869170034081928;1.72;3.57
1656976207;869170034050733;0.67;0.67
1656976208;869170033930547;0.62;0.82
1656976211;869170034063280;0.8;1.47
1656976213;869170034052879;1.67;2.03
1656976214;869170033935751;1.13;2.43
1656976216;869170034045121;1.27;1.83
1656976234;869170033931073;1.13;1.43
1656976236;869170034081928;1.18;2.48
1656976236;869170033930711;1.45;2.88
1656976242;869170034050733;0.85;1.22
1656976242;869170033930620;1.87;2.4
1656976246;869170034063280;0.9;1.7
1656976247;869170034052879;1.04;1.64
1656976247;869170033930471;1.1;2.07
1656976249;869170033935751;0.48;1.02
1656976252;869170034045121;1.1;2.1
1656976261;869170033931073;1.42;2.39
1656976269;869170033930547;0.62;0.72
1656976271;869170034081928;1.82;2.68
1656976273;869170033930711;1.08;2.0
1656976274;869170034052879;1.0;1.58
1656976274;869170033930471;1.83;2.83
1656976277;869170034050733;0.65;0.98
1656976277;869170033930620;1.5;2.43
1656976284;869170033935751;0.52;1.3
1656976287;869170034045121;0.8;1.42
1656976288;869170033931073;1.13;1.57
1656976301;869170033930471;1.27;1.67
1656976303;869170033930547;0.6;0.7
1656976304;869170034052879;0.93;1.82
1656976306;869170034081928;1.38;2.12
1656976306;869170034063280;0.38;0.85
1656976308;869170033930711;1.5;1.93
1656976312;869170034050733;1.02;1.28
1656976312;869170033930620;0.9;1.85
1656976315;869170033931073;1.03;1.5
1656976319;869170033935751;2.05;2.65
1656976323;869170034045121;1.23;1.87
1656976331;869170033930471;0.98;1.52
1656976339;869170034052879;1.17;1.7
1656976340;869170033930547;1.05;1.32
1656976341;869170034063280;1.6;1.68
1656976342;869170033931073;0.87;1.03
1656976343;869170033930711;1.55;2.43
1656976347;869170033930620;1.3;2.6
1656976348;869170034050733;0.77;1.12
1656976354;869170033935751;1.73;2.3
1656976365;869170034045121;1.27;1.95
1656976366;869170033930471;1.09;1.74
1656976367;869170034081928;1.75;2.96
1656976376;869170033930547;0.9;1.05
1656976376;869170034063280;1.3;1.55
1656976382;869170033930620;1.37;2.3
1656976390;869170033931073;0.63;1.16
1656976397;869170034052879;1.35;1.72
1656976402;869170034081928;1.23;1.73
1656976410;869170034050733;0.53;0.67
1656976411;869170034063280;0.77;2.15
1656976413;869170033930547;0.6;1.13
1656976415;869170033935751;1.3;2.6
1656976425;869170033931073;0.75;0.88
1656976426;869170033930471;1.22;1.62
1656976428;869170034045121;1.35;1.75
1656976433;869170034052879;1.67;2.48
1656976437;869170034081928;1.75;2.5
1656976443;869170033930620;1.22;1.92
1656976445;869170033930711;1.85;2.28
1656976446;869170034063280;0.93;1.68
