1640399653;869170034050501;1.92;3.92;53.320327;-6.363447
1640399665;869170034050501;2.25;4.42;53.320327;-6.363447
1640399676;869170034050501;3.0;4.0;53.320327;-6.363447
1640399688;869170034050501;1.67;3.0;53.320327;-6.363447
1640399699;869170034050501;1.83;2.5;53.320327;-6.363447
1640399722;869170034084252;4.33;4.83;53.321007;-6.362117
1640399730;869170034050501;2.0;4.33;53.32033;-6.363442
1640399734;869170034084252;4.25;7.25;53.321007;-6.362115
1640399741;869170034050501;2.67;6.17;53.32033;-6.363442
1640399745;869170034084252;3.58;7.33;53.321007;-6.362115
1640399753;869170034050501;3.33;5.58;53.32033;-6.363442
1640399756;869170034084252;2.83;4.67;53.321007;-6.362115
1640399764;869170034050501;2.83;2.83;53.32033;-6.363442
1640399768;869170034084252;2.75;3.08;53.321007;-6.362102
1640399776;869170034050501;2.17;2.17;53.32033;-6.363442
1640399798;869170034084252;4.0;6.67;53.321005;-6.3621
1640399806;869170034050501;2.83;2.92;53.32033;-6.363442
1640399809;869170034084252;4.0;4.5;53.321005;-6.3621
1640399817;869170034050501;2.17;3.83;53.32033;-6.363442
1640399821;869170034084252;3.0;4.08;53.321005;-6.3621
1640399829;869170034050501;2.42;5.67;53.32033;-6.363442
1640399832;869170034084252;3.67;5.17;53.321008;-6.362103
1640399840;869170034050501;1.33;3.33;53.32033;-6.363442
1640399844;869170034084252;4.75;6.33;53.321023;-6.362113
1640399851;869170034050501;1.75;3.83;53.32033;-6.36344
1640399874;869170034084252;3.0;5.92;53.321032;-6.36213
1640399881;869170034050501;1.67;4.0;53.320325;-6.363448
1640399885;869170034084252;3.42;4.08;53.321032;-6.362128
1640399893;869170034050501;1.0;1.83;53.320325;-6.363448
1640399897;869170034084252;3.17;3.17;53.321032;-6.362128
1640399904;869170034050501;1.58;3.33;53.320325;-6.363448
1640399908;869170034084252;2.67;2.67;53.321032;-6.362128
1640399916;869170034050501;2.67;4.83;53.320325;-6.363448
1640399920;869170034084252;3.17;3.17;53.321033;-6.362128
1640399927;869170034050501;1.42;1.5;53.320323;-6.363452
1640399950;869170034084252;3.08;5.17;53.321033;-6.362128
1640399959;869170034050501;3.17;4.42;53.320325;-6.36346
1640399961;869170034084252;3.25;4.25;53.321035;-6.362128
1640399970;869170034050501;2.5;2.5;53.320325;-6.36346
1640399972;869170034084252;3.67;3.67;53.321032;-6.362122
1640399982;869170034050501;2.17;2.17;53.320325;-6.36346
1640399984;869170034084252;3.58;6.25;53.321045;-6.362127
1640399993;869170034050501;1.0;1.0;53.320325;-6.36346
1640399995;869170034084252;2.83;10.58;53.32105;-6.362102
1640400005;869170034050501;1.42;2.33;53.320325;-6.363462
1640400027;869170034084252;3.15;5.38;53.321065;-6.362098
1640400036;869170034050501;2.85;2.85;53.320328;-6.363457
1640400039;869170034084252;2.17;3.17;53.321065;-6.362098
1640400048;869170034050501;3.33;3.33;53.320337;-6.363455
1640400050;869170034084252;1.42;1.42;53.321065;-6.362098
1640400059;869170034050501;1.83;1.92;53.320342;-6.363455
1640400061;869170034084252;2.83;2.83;53.321058;-6.362098
1640400071;869170034050501;2.83;4.0;53.320345;-6.363455
1640400073;869170034084252;2.75;2.83;53.321022;-6.362092
1640400082;869170034050501;2.58;8.33;53.320345;-6.363457
1640400105;869170034084252;2.42;5.75;53.321008;-6.362102
1640400116;869170034084252;2.25;6.08;53.321008;-6.362102
1640400128;869170034084252;2.67;3.92;53.321038;-6.362145
1640400137;869170034050501;1.08;1.83;53.320345;-6.363457
1640400139;869170034084252;3.08;4.58;53.321037;-6.362148
1640400148;869170034050501;2.33;4.0;53.320345;-6.363458
1640400151;869170034084252;3.33;5.33;53.32105;-6.362132
1640400160;869170034050501;2.08;3.67;53.320345;-6.363458
1640400171;869170034050501;1.83;2.17;53.320345;-6.363458
1640400180;869170034084252;3.67;5.83;53.321063;-6.362042
1640400192;869170034084252;3.5;5.83;53.321063;-6.362043
1640400201;869170034050501;2.5;3.5;53.320345;-6.363458
1640400203;869170034084252;3.0;3.5;53.321063;-6.362043
1640400212;869170034050501;1.33;1.5;53.320347;-6.363467
1640400215;869170034084252;3.0;3.5;53.321062;-6.362043
1640400224;869170034050501;1.17;2.83;53.320347;-6.363473
1640400226;869170034084252;3.0;4.25;53.321062;-6.362043
