1637535604;869170034050501;11.25;11.25;53.320297;-6.36361
1637535605;869170034084252;8.83;12.83;53.321028;-6.362108
1637535615;869170034050501;11.83;11.83;53.320297;-6.36361
1637535616;869170034084252;7.67;11.67;53.321028;-6.362108
1637535627;869170034050501;10.83;10.83;53.320297;-6.36361
1637535628;869170034084252;8.33;12.17;53.321027;-6.362108
1637535639;869170034084252;7.58;13.92;53.321027;-6.362108
1637535651;869170034084252;7.83;11.0;53.321023;-6.362112
1637535657;869170034050501;12.75;13.83;53.320297;-6.36361
1637535669;869170034050501;14.92;16.0;53.320295;-6.36361
1637535680;869170034050501;12.75;12.75;53.320295;-6.36361
1637535681;869170034084252;7.67;12.33;53.321022;-6.362113
1637535691;869170034050501;13.33;13.33;53.320295;-6.36361
1637535692;869170034084252;8.33;9.42;53.321017;-6.362123
1637535703;869170034050501;10.5;12.67;53.320295;-6.363608
1637535704;869170034084252;8.0;8.0;53.321007;-6.362123
1637535715;869170034084252;6.33;7.75;53.321003;-6.362103
1637535727;869170034084252;8.17;9.33;53.321;-6.362087
1637535733;869170034050501;14.75;18.33;53.320295;-6.363608
1637535744;869170034050501;13.67;17.0;53.320295;-6.363608
1637535756;869170034050501;15.58;18.92;53.320293;-6.363608
1637535757;869170034084252;7.0;8.67;53.321;-6.362085
1637535767;869170034050501;15.17;16.0;53.320293;-6.36361
1637535768;869170034084252;8.17;10.0;53.321;-6.362085
1637535779;869170034050501;13.17;13.17;53.320293;-6.36361
1637535779;869170034084252;8.5;9.17;53.321;-6.362083
1637535791;869170034084252;7.67;9.67;53.321;-6.362073
1637535802;869170034084252;7.0;8.5;53.321;-6.36207
1637535809;869170034050501;12.17;13.92;53.320292;-6.363608
1637535820;869170034050501;13.17;14.33;53.320292;-6.363608
1637535832;869170034084252;7.5;8.5;53.321002;-6.362025
1637535832;869170034050501;15.08;15.08;53.320292;-6.363608
1637535843;869170034050501;15.17;15.17;53.320292;-6.363608
1637535844;869170034084252;8.5;10.58;53.321;-6.361985
1637535854;869170034050501;14.33;16.25;53.320292;-6.363608
1637535855;869170034084252;9.33;14.5;53.320997;-6.36196
1637535867;869170034084252;9.33;10.58;53.320995;-6.361953
1637535878;869170034084252;9.67;10.0;53.32099;-6.36194
1637535884;869170034050501;12.17;14.83;53.32029;-6.363608
1637535896;869170034050501;12.17;12.33;53.32029;-6.363608
1637535907;869170034050501;13.92;14.67;53.32029;-6.363608
1637535913;869170034084252;10.25;11.42;53.321005;-6.361922
1637535919;869170034050501;14.0;15.0;53.32029;-6.363608
1637535924;869170034084252;10.0;12.17;53.32103;-6.36197
1637535930;869170034050501;14.0;14.83;53.32029;-6.363608
1637535936;869170034084252;10.25;10.58;53.321037;-6.361988
1637535947;869170034084252;8.83;10.0;53.32104;-6.361998
1637535958;869170034084252;8.83;10.92;53.321035;-6.362012
1637535962;869170034050501;15.23;18.31;53.320268;-6.36359
