1639436400;869170034081928;47.69;60.88
1639436402;869170034045121;75.43;83.35
1639436417;869170033897597;36.27;45.21
1639436418;869170034052879;71.97;79.31
1639436420;869170033930471;37.77;46.55
1639436420;869170034050550;32.44;38.12
1639436423;869170033930547;43.2;52.9
1639436423;869170033930653;34.97;41.3
1639436426;869170034044686;83.0;97.32
1639436431;869170034063280;65.58;77.23
1639436433;869170033930711;75.93;83.07
1639436433;869170033935751;52.48;67.31
1639436433;869170034045121;82.13;92.0
1639436436;869170034081928;45.88;57.41
1639436448;869170033931073;76.47;88.2
1639436453;869170034050550;31.32;37.16
1639436454;869170033897597;35.13;44.07
1639436454;869170033930547;43.52;53.85
1639436455;869170034052879;70.79;79.54
1639436462;869170034050733;39.17;48.12
1639436465;869170033935751;52.09;66.72
1639436468;869170034063280;66.8;77.63
1639436471;869170034081928;45.78;57.67
1639436474;869170033930653;35.48;41.65
1639436478;869170033931073;74.55;85.81
1639436479;869170034044686;83.57;97.05
1639436482;869170033930471;38.31;47.21
1639436484;869170034052879;72.5;80.57
1639436487;869170033930547;42.65;52.48
1639436487;869170034045121;75.25;83.67
1639436489;869170033897597;35.64;43.81
1639436491;869170034050550;32.12;38.02
1639436492;869170033930711;69.18;79.25
1639436496;869170033935751;51.02;64.68
1639436497;869170034050733;40.07;50.08
1639436506;869170033930653;34.43;40.83
1639436510;869170034081928;44.88;56.71
1639436512;869170033931073;74.55;86.48
1639436515;869170034044686;84.29;98.27
1639436519;869170033930471;37.68;45.39
1639436521;869170034045121;78.18;87.08
1639436525;869170033930547;42.37;50.95
1639436527;869170033930711;70.47;81.03
1639436530;869170034063280;67.3;78.04
1639436531;869170034050733;39.84;48.88
1639436534;869170033935751;51.25;65.52
1639436536;869170034052879;72.45;80.1
1639436538;869170033930653;34.27;41.15
1639436544;869170033931073;76.1;86.18
1639436551;869170034044686;82.53;94.48
1639436551;869170033897597;35.01;41.67
1639436553;869170034050550;34.28;40.9
1639436555;869170034045121;74.72;83.17
1639436555;869170033930471;36.6;44.14
1639436560;869170033930711;71.55;81.35
1639436561;869170033930547;41.23;50.11
1639436564;869170034050733;38.55;48.02
1639436566;869170034063280;69.9;79.41
1639436568;869170034081928;44.5;56.05
1639436573;869170033935751;51.96;66.13
1639436574;869170034052879;70.63;79.83
1639436575;869170033930653;32.04;37.96
1639436581;869170033931073;74.0;85.73
1639436582;869170034044686;83.04;95.51
1639436586;869170033897597;35.2;43.17
1639436589;869170034050550;36.52;43.85
1639436589;869170034045121;70.75;79.18
1639436591;869170033930471;36.39;45.1
1639436593;869170033930711;75.2;85.29
1639436598;869170034050733;38.67;47.4
1639436602;869170034063280;69.14;79.34
1639436604;869170034081928;45.18;56.82
1639436608;869170033930653;33.18;40.22
1639436610;869170034052879;70.77;80.18
1639436611;869170034044686;85.2;98.1
